,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
406,28000000.0,['Comedy'],431530.0,tt6359956,en,A Bad Moms Christmas,11.868,"['STX Entertainment', 'Huayi Brothers Media']",['US'],2017-11-01,130560428.0,104.0,['en'],Released,A Bad Moms Christmas,6.3,1265.0
410,0.0,['Documentary'],438440.0,tt3127902,en,Dealt,5.526,"['Keep On Running Pictures', 'Ralph Smyth Entertainment', 'White Stone Associates']",['US'],2017-03-13,30414.0,85.0,['en'],Released,Dealt,7.9,16.0
414,30000000.0,"['Mystery', 'Thriller']",345923.0,tt4486986,en,All I See Is You,10.031,"['2DUX²', 'SC Films International', 'Wing and a Prayer Pictures', 'LINK Entertainment', 'SC Films Thailand Co.']",['US'],2017-08-10,646946.0,110.0,"['en', 'es', 'th']",Released,All I See Is You,5.0,382.0
415,30000000.0,"['Drama', 'Horror', 'Mystery']",381283.0,tt5109784,en,mother!,18.361,['Protozoa Pictures'],['US'],2017-09-13,44516999.0,121.0,['en'],Released,mother!,7.0,4079.0
416,0.0,"['Drama', 'Comedy']",411741.0,tt5962210,en,Ingrid Goes West,10.31,"['Neon', 'Star Thrower Entertainment', '141 Entertainment', 'Universal Pictures']",['US'],2017-08-11,24931915.0,97.0,['en'],Released,Ingrid Goes West,6.5,496.0
420,0.0,['Drama'],383709.0,tt5208216,en,Wonderstruck,6.171,"['Amazon Studios', 'Cinetic Media', 'FilmNation Entertainment', 'Killer Films', 'Picrow']",['US'],2017-10-13,1947099.0,115.0,"['en', 'es']",Released,Wonderstruck,6.2,243.0
421,0.0,"['Mystery', 'Drama']",354285.0,tt4827986,en,The Sense of an Ending,7.605,"['Origin Pictures', 'BBC Films', 'FilmNation Entertainment']",['GB'],2017-03-10,4842617.0,108.0,['en'],Released,The Sense of an Ending,6.2,96.0
423,38000000.0,"['Action', 'Animation', 'Comedy', 'Family']",268531.0,tt2091256,en,Captain Underpants: The First Epic Movie,12.483,"['DreamWorks Animation', '20th Century Fox']",['US'],2017-06-01,125289450.0,89.0,['en'],Released,Captain Underpants: The First Epic Movie,6.0,682.0
426,0.0,['Drama'],411976.0,tt4513316,en,Novitiate,7.166,['Maven Pictures'],['US'],2017-10-27,580346.0,123.0,"['en', 'la']",Released,Novitiate,6.6,84.0
428,100000.0,"['Drama', 'Fantasy', 'Romance']",428449.0,tt6265828,en,A Ghost Story,8.561,"['Sailor Bear', 'Zero Trans Fat Productions', 'Scared Sheetless']",['US'],2017-04-24,1596371.0,93.0,['en'],Released,A Ghost Story,7.0,1130.0
433,20000000.0,"['Drama', 'War']",347629.0,tt2776878,en,Thank You for Your Service,8.499,"['DreamWorks Pictures', 'Amblin Entertainment', 'Dune Films']",['US'],2017-10-26,9438370.0,109.0,['en'],Released,Thank You for Your Service,6.4,169.0
435,50000000.0,"['Drama', 'History']",446354.0,tt6294822,en,The Post,13.901,"['20th Century Fox', 'DreamWorks Pictures', 'Reliance Entertainment', 'TSG Entertainment', 'Participant Media', 'Amblin Entertainment', 'Pascal Pictures', 'Star Thrower Entertainment']",['US'],2017-12-22,174503458.0,116.0,['en'],Released,The Post,7.0,2898.0
437,22000000.0,"['Comedy', 'Family']",417830.0,tt6003368,en,Diary of a Wimpy Kid: The Long Haul,9.367,['20th Century Fox'],['US'],2017-05-19,40120144.0,91.0,['en'],Released,Diary of a Wimpy Kid: The Long Haul,5.6,237.0
439,0.0,"['Thriller', 'Drama']",397415.0,tt5460530,en,Vengeance: A Love Story,10.655,"['Hannibal Classics', 'Patriot Pictures', 'Justice Everywhere Productions', 'Martini Films', 'Saturn Films', 'Detective and the Girl Productions, LLC']",['US'],2017-03-16,4526.0,99.0,['en'],Released,Vengeance: A Love Story,5.5,159.0
442,28210303.0,"['Thriller', 'Action', 'Mystery']",404733.0,tt1935194,en,Overdrive,10.249,"['Umedia', 'Kinology', 'Setient Pictures']",['FR'],2017-06-29,7793.0,93.0,"['en', 'fr', 'de']",Released,Overdrive,6.1,562.0
448,25000000.0,"['Comedy', 'Drama', 'History']",369192.0,tt4622512,en,Battle of the Sexes,8.567,"['Fox Searchlight Pictures', 'Decibel Films', 'Cloud Eight Films']","['US', 'GB']",2017-09-05,12638526.0,121.0,['en'],Released,Battle of the Sexes,6.9,1182.0
449,177200000.0,"['Adventure', 'Science Fiction', 'Action']",339964.0,tt2239822,en,Valerian and the City of a Thousand Planets,23.397,"['BNP Paribas', 'Belga Films', 'River Road Entertainment', 'Grive Productions', 'EuropaCorp', 'Universum Film (UFA)', 'Fundamental Films', 'Gulf Film', 'Novo Pictures', 'TF1 Films Production', 'Orange Studio']","['BE', 'CA', 'CN', 'FR', 'DE', 'AE', 'GB', 'US']",2017-07-20,225874228.0,136.0,"['fr', 'en']",Released,Valerian and the City of a Thousand Planets,6.5,4710.0
450,40000000.0,"['Adventure', 'Comedy', 'Family']",346648.0,tt4468740,en,Paddington 2,15.454,"['Heyday Films', 'StudioCanal', 'Anton Capital Entertainment (ACE)', 'Amazon Prime Video', 'Canal+', 'Ciné+', 'Marmalade Films Ltd.']","['FR', 'GB', 'US']",2017-11-09,185847106.0,104.0,['en'],Released,Paddington 2,7.5,1079.0
451,69000000.0,['Comedy'],419680.0,tt5657846,en,Daddy's Home 2,11.581,"['Red Granite Pictures', 'Gary Sanchez Productions', 'Paramount']",['US'],2017-11-09,180613180.0,100.0,['en'],Released,Daddy's Home 2,6.1,1465.0
456,18000000.0,"['Drama', 'Thriller', 'Science Fiction']",339988.0,tt4287320,en,The Circle,17.976,"['Playtone', 'Image Nation', 'Likely Story', 'STX Entertainment']",['US'],2017-04-27,20497844.0,110.0,['en'],Released,The Circle,5.5,3044.0
457,0.0,"['Drama', 'Romance']",359784.0,tt3721954,en,Maudie,6.621,"['Landscape Entertainment', 'Screen Door', 'Solo Productions', 'Storyscape Entertainment', 'H Is 4 Productions', 'Painted House Films', 'Rink Rat Productions', 'Small Shack Productions', 'Parallel Films']","['IE', 'CA']",2017-04-14,6170998.0,115.0,['en'],Released,Maudie,7.7,155.0
462,25000000.0,"['Drama', 'Romance']",257785.0,tt0491203,en,Tulip Fever,8.641,"['Paramount', 'Ruby Films', 'Worldview Entertainment', 'The Weinstein Company']","['GB', 'US']",2017-07-13,3425664.0,107.0,['en'],Released,Tulip Fever,6.5,364.0
464,0.0,"['Comedy', 'Crime']",426272.0,tt6598626,en,Take Me,6.776,['Duplass Brothers Productions'],['US'],2017-05-05,2583.0,83.0,['en'],Released,Take Me,5.7,92.0
465,0.0,"['Mystery', 'Horror', 'Thriller']",394830.0,tt4181782,en,The Crucifixion,9.371,"['The Safran Company', 'Motion Picture Capital', 'Premiere Picture']","['RO', 'GB', 'US']",2017-04-27,6554322.0,90.0,['en'],Released,The Crucifixion,5.3,244.0
470,0.0,['Drama'],336000.0,tt2378507,en,The Glass Castle,10.778,"['Lionsgate', 'Netter Productions', 'TIK Films']",['US'],2017-08-10,9705840.0,127.0,['en'],Released,The Glass Castle,7.1,415.0
473,0.0,"['Thriller', 'War', 'Drama']",405775.0,tt4218696,en,The Wall,8.539,"['Big Indie Pictures', 'Amazon Studios', 'Picrow']",['US'],2017-05-12,1803009.0,90.0,['en'],Released,The Wall,6.1,461.0
476,40000000.0,"['Family', 'Animation', 'Adventure', 'Comedy']",335777.0,tt3486626,en,The Nut Job 2: Nutty by Nature,10.720999999999998,"['Gulfstream Pictures', 'Redrover', 'ToonBox Entertainment', 'Open Road Films']","['US', 'CA', 'KR']",2017-08-11,65146020.0,91.0,['en'],Released,The Nut Job 2: Nutty by Nature,5.7,238.0
477,0.0,"['Drama', 'Mystery', 'Crime', 'TV Movie']",419835.0,tt1869347,en,Crooked House,10.032,"['Fred Films', 'Brilliant Films', 'Agatha Christie Limited']",['GB'],2017-10-31,2049844.0,115.0,['en'],Released,Crooked House,6.5,422.0
485,0.0,"['Drama', 'Romance']",371447.0,tt4305148,en,Lovesong,6.945,"['Soandbrad', 'Gamechanger Films', 'Autumn Productions', 'Monofonus Press']",['US'],2017-02-17,6700.0,85.0,['en'],Released,Lovesong,5.8,102.0
487,0.0,['Comedy'],346681.0,tt1781058,en,Wilson,6.735,['Ad Hominem Enterprises'],['US'],2017-03-24,653951.0,94.0,['en'],Released,Wilson,5.8,214.0
489,0.0,"['Drama', 'Romance']",364733.0,tt1935089,en,Blind,7.147,['Michael Mailer Films'],['US'],2017-07-14,12522.0,105.0,['en'],Released,Blind,5.8,74.0
490,0.0,"['Drama', 'History', 'Comedy']",450322.0,tt6225520,en,The Man Who Invented Christmas,7.096,"['Rhombus Media', 'Mazur / Kaplan Company', 'The Mob Film Company', 'Parallel Films']","['IE', 'CA']",2017-10-12,5676486.0,105.0,"['en', 'it']",Released,The Man Who Invented Christmas,6.6,409.0
491,0.0,"['Drama', 'Romance']",407445.0,tt5716464,en,Breathe,11.448,['The Imaginarium'],['GB'],2017-10-13,477815.0,118.0,['en'],Released,Breathe,7.5,386.0
494,125000000.0,"['Fantasy', 'Thriller', 'Action', 'Adventure', 'Horror']",282035.0,tt2345759,en,The Mummy,13.545,"['Secret Hideout', 'Universal Pictures', 'Dark Universe', 'Sean Daniel Company', 'Perfect World Pictures', 'Dentsu']","['CN', 'JP', 'US']",2017-06-06,409231607.0,110.0,"['en', 'ar']",Released,The Mummy,5.5,4933.0
498,45000000.0,"['Comedy', 'Music']",353616.0,tt4765284,en,Pitch Perfect 3,17.201,"['Gold Circle Films', 'Perfect World Pictures', 'Universal Pictures']",['US'],2017-12-20,184724494.0,93.0,['en'],Released,Pitch Perfect 3,6.5,2179.0
502,5000000.0,"['Horror', 'Mystery', 'Drama']",418078.0,tt4695012,en,It Comes at Night,8.202,"['A24', 'Animal Kingdom']",['US'],2017-06-09,19280931.0,91.0,['en'],Released,It Comes at Night,5.8,1332.0
505,149000000.0,"['Action', 'Adventure', 'Fantasy']",297762.0,tt0451279,en,Wonder Woman,31.884,"['Dune Entertainment', 'Atlas Entertainment', 'DC Entertainment', 'Cruel & Unusual Films', 'Tencent Pictures', 'Wanda Pictures', 'Warner Bros. Pictures', 'DC Comics', 'DC Films']",['US'],2017-05-30,821847012.0,141.0,"['de', 'en']",Released,Wonder Woman,7.3,13947.0
506,0.0,['Comedy'],425134.0,tt4795124,en,How to Be a Latin Lover,11.446,['Pantelion Films'],['US'],2017-03-06,26251899.0,115.0,"['es', 'en']",Released,How to Be a Latin Lover,6.3,225.0
512,110000000.0,"['Action', 'Science Fiction', 'Thriller', 'Drama']",315837.0,tt1219827,en,Ghost in the Shell,21.24,"['Weying Galaxy Entertainment', 'Paramount', 'Shanghai Film Group', 'Reliance Entertainment', 'Arad Productions', 'Grosvenor Park Productions', 'Steven Paul Production', 'Huahua Media', 'Seaside Entertainment', 'DreamWorks Pictures']","['AU', 'NZ', 'US', 'GB', 'IN', 'CN', 'CA', 'JP', 'HK']",2017-03-29,169801921.0,107.0,"['ja', 'en']",Released,Ghost in the Shell,6.0,5663.0
513,22000000.0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Adventure']",381289.0,tt1753383,en,A Dog's Purpose,12.219,"['Amblin Entertainment', 'Pariah Entertainment Group', 'Walden Media', 'Reliance Entertainment', 'Amblin Partners', 'DreamWorks Pictures']","['IN', 'US']",2017-01-19,194647323.0,100.0,['en'],Released,A Dog's Purpose,7.3,1782.0
514,19500000.0,"['Drama', 'Fantasy', 'Romance']",399055.0,tt5580390,en,The Shape of Water,22.233,"['Double Dare You Productions', 'Fox Searchlight Pictures', 'Bull Productions', 'TSG Entertainment']",['US'],2017-12-01,194989655.0,123.0,"['en', 'ru']",Released,The Shape of Water,7.2,8195.0
517,10500000.0,"['Drama', 'Thriller']",390051.0,tt4581576,en,Aftermath,10.281,"['Ingenious Media', 'Protozoa Pictures', 'The Fyzz', 'Oak Productions', 'Emmett Furla Oasis Films', 'Pacific View Management', 'Union Editorial', 'Hat and Coat Productions']","['GB', 'US']",2017-02-28,261465.0,92.0,['en'],Released,Aftermath,5.5,428.0
519,15000000.0,"['Crime', 'Drama']",359940.0,tt5027774,en,"Three Billboards Outside Ebbing, Missouri",18.689,"['Blueprint Pictures', 'Cutting Edge Group', 'Fox Searchlight Pictures', 'Film4 Productions']","['GB', 'US']",2017-11-10,158526998.0,115.0,['en'],Released,"Three Billboards Outside Ebbing, Missouri",8.2,6270.0
520,4800000.0,"['Horror', 'Mystery', 'Thriller']",440021.0,tt5308322,en,Happy Death Day,15.957,"['Vesuvius Productions', 'Blumhouse Productions', 'Digital Riot Media']",['US'],2017-10-12,122637878.0,97.0,['en'],Released,Happy Death Day,6.6,3901.0
521,0.0,['Drama'],425751.0,tt5655222,en,The Hero,7.5,"['Northern Lights Films', 'Park Pictures Features', 'Houston King Productions']",['US'],2017-06-09,4077333.0,97.0,['en'],Released,The Hero,6.2,100.0
524,5500000.0,"['Drama', 'Thriller', 'Horror', 'Adventure']",403119.0,tt2932536,en,47 Meters Down,12.441,"['Lantica Media', 'Flexibon Films', 'Dragon Root Securities', 'Altitude Film Sales', 'Dimension Films', 'Entertainment Studios Motion Pictures', 'Tea Shop & Film Company', 'The Fyzz']","['DO', 'GB', 'US']",2017-05-25,44235023.0,89.0,['en'],Released,47 Meters Down,5.7,1734.0
527,12000000.0,"['Drama', 'Thriller']",418437.0,tt3462710,en,Unforgettable,8.546,['Di Novi Pictures'],['US'],2017-03-06,17768012.0,100.0,['en'],Released,Unforgettable,5.5,353.0
529,0.0,['Drama'],401246.0,tt4995790,en,The Square,9.109,"['ZDF/Arte', 'Plattform Produktion', 'ARTE France Cinéma', 'Coproduction Office', 'Det Danske Filminstitut', 'Essential Filmproduktion', 'Imperative Entertainment', 'Minorordningen', 'Svenska Filminstitutet', 'SVT', 'Film i Väst', 'Nordisk Film & TV Fond', 'Société Parisienne de Production', 'Danmarks Radio (DR)', 'Alamode Film', 'TriArt Film']","['DK', 'FR', 'DE', 'SE']",2017-08-25,1502347.0,151.0,"['sv', 'da', 'en']",Released,The Square,6.9,708.0
538,34000000.0,"['Action', 'Crime']",339403.0,tt3890160,en,Baby Driver,20.74,"['TriStar Pictures', 'Big Talk Productions', 'Media Rights Capital', 'Working Title Films', 'Sony Pictures']","['GB', 'US']",2017-06-28,226945087.0,113.0,['en'],Released,Baby Driver,7.4,9390.0
544,7000000.0,"['Drama', 'Family', 'Comedy']",400928.0,tt4481414,en,Gifted,13.927,"['Grade A Entertainment', 'Dayday Films', 'FilmNation Entertainment', 'Fox Searchlight Pictures']",['US'],2017-04-12,40343446.0,101.0,['en'],Released,Gifted,7.9,2368.0
545,0.0,"['Drama', 'Thriller', 'Mystery']",399057.0,tt5715874,en,The Killing of a Sacred Deer,14.15,"['Element Pictures', 'Three Point Capital', 'Film4 Productions', 'New Sparta Films', 'Limp Films', 'HanWay Films', 'Screen Ireland']","['GB', 'US', 'IE']",2017-10-20,2291901.0,121.0,['en'],Released,The Killing of a Sacred Deer,6.9,1861.0
547,10000000.0,"['Drama', 'Romance']",417678.0,tt5001718,en,"Everything, Everything",11.652,"['Alloy Entertainment', 'Itaca Films', 'Metro-Goldwyn-Mayer']",['US'],2017-05-18,61621140.0,96.0,['en'],Released,"Everything, Everything",7.2,2791.0
549,25000000.0,"['Horror', 'Comedy']",459202.0,tt6217804,en,Boo 2! A Madea Halloween,10.455,['Tyler Perry Studios'],['US'],2017-10-20,48333932.0,103.0,['en'],Released,Boo 2! A Madea Halloween,5.6,368.0
550,0.0,"['Mystery', 'Horror', 'Science Fiction']",378018.0,tt4255304,en,The Void,11.555,"['XYZ Films', '120dB Films', 'JoBro Productions', 'Cave Painting Pictures', 'The Salt Company']",['CA'],2017-01-15,151042.0,90.0,['en'],Released,The Void,5.8,588.0
552,110000000.0,"['Drama', 'Fantasy', 'Adventure', 'Family']",283366.0,tt1935859,en,Miss Peregrine's Home for Peculiar Children,21.152,"['Big Screen Productions', 'Chernin Entertainment', 'Tim Burton Productions', 'SCOPE Pictures', 'St. Petersburg Clearwater Film Commission', 'TSG Entertainment', 'Ingenious Media', '20th Century Fox']","['BE', 'GB', 'US']",2016-09-28,296482446.0,127.0,['en'],Released,Miss Peregrine's Home for Peculiar Children,6.7,6872.0
553,7000000.0,['Drama'],342737.0,tt4385888,en,20th Century Women,12.58,"['Annapurna Pictures', 'Archer Gray', 'Modern People']",['US'],2016-12-28,5664764.0,119.0,['en'],Released,20th Century Women,7.4,610.0
555,170000000.0,"['Adventure', 'Family', 'Fantasy']",241259.0,tt2567026,en,Alice Through the Looking Glass,20.808000000000003,"['Legend3D', 'Walt Disney Pictures', 'Roth Films', 'Team Todd', 'Tim Burton Productions']","['GB', 'US']",2016-05-25,299457024.0,113.0,['en'],Released,Alice Through the Looking Glass,6.5,4312.0
556,70000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",332210.0,tt4624424,en,Storks,13.409,"['Warner Bros. Animation', 'RatPac-Dune Entertainment', 'Warner Animation Group', 'Warner Bros. Pictures']",['US'],2016-09-22,182379278.0,87.0,['en'],Released,Storks,6.6,1470.0
557,0.0,"['Horror', 'Science Fiction', 'Thriller']",168098.0,tt0775440,en,Cell,9.818,"['Cargo Entertainment', '120dB Films', 'Benaroya Pictures', 'The Genre Co.', 'International Film Trust']",['US'],2016-07-06,1133031.0,98.0,['en'],Released,Cell,4.5,634.0
558,0.0,"['Documentary', 'Music']",391698.0,tt2531318,en,The Beatles: Eight Days a Week - The Touring Years,9.845,"['Imagine Entertainment', 'Apple Corps']","['GB', 'US']",2016-09-15,12283800.0,99.0,['en'],Released,The Beatles: Eight Days a Week - The Touring Years,7.7,181.0
559,35000000.0,"['Comedy', 'Romance']",95610.0,tt1473832,en,Bridget Jones's Baby,11.435,"['Working Title Films', 'Perfect World Pictures', 'StudioCanal', 'Universal Pictures', 'Miramax']","['FR', 'IE', 'GB', 'US']",2016-09-14,211952420.0,123.0,['en'],Released,Bridget Jones's Baby,6.4,2032.0
561,27000000.0,"['Thriller', 'Drama']",303858.0,tt2241351,en,Money Monster,10.38,"['Allegiance Theater', 'TriStar Pictures', 'LStar Capital', 'Smoke House Pictures', 'Sony Pictures']",['US'],2016-05-12,93282604.0,98.0,['en'],Released,Money Monster,6.4,2069.0
562,0.0,"['Family', 'Documentary', 'Adventure']",376530.0,tt3882074,en,The Eagle Huntress,13.622,"['Kissaki Films', 'Stacey Reiss Productions']","['MN', 'US', 'GB']",2016-11-02,3162153.0,87.0,"['en', 'kk']",Released,The Eagle Huntress,7.4,54.0
563,0.0,"['Thriller', 'Drama', 'Science Fiction']",328429.0,tt2674430,en,Approaching the Unknown,7.379,"['Rooftop Films', '3311 Productions', 'Loveless', 'TideRock Films']",['US'],2016-06-03,10232.0,90.0,['en'],Released,Approaching the Unknown,5.1,185.0
564,40000000.0,"['Action', 'Crime', 'Thriller']",278924.0,tt3522806,en,Mechanic: Resurrection,12.952,"['Davis-Films', 'ME2 Productions', 'Millennium Films', 'Chartoff-Winkler Productions']","['FR', 'US', 'TH']",2016-08-25,125729635.0,99.0,"['bg', 'en']",Released,Mechanic: Resurrection,5.7,2055.0
565,8000000.0,"['Comedy', 'Action', 'Romance']",333385.0,tt2091935,en,Mr. Right,10.354,"['Circle of Confusion', '3311 Productions', 'Amasia Entertainment']",['US'],2016-02-29,34694.0,95.0,['en'],Released,Mr. Right,6.4,844.0
566,60000000.0,"['Drama', 'History']",363676.0,tt3263904,en,Sully,17.979,"['Malpaso Productions', 'FilmNation Entertainment', 'Flashlight Films', 'Warner Bros. Pictures', 'RatPac-Dune Entertainment', 'The Kennedy/Marshall Company']",['US'],2016-09-07,240797623.0,96.0,['en'],Released,Sully,7.1,4424.0
567,5000000.0,"['History', 'Documentary']",391995.0,tt5646136,en,Hillary's America: The Secret History of the Democratic Party,6.605,"[""D'Souza Media""]",['US'],2016-07-15,13000000.0,107.0,['en'],Released,Hillary's America: The Secret History of the Democratic Party,6.0,42.0
569,75000000.0,"['Adventure', 'Comedy', 'Animation', 'Family']",328111.0,tt2709768,en,The Secret Life of Pets,5.218,"['Universal Pictures', 'Fuji Television Network', 'Illumination Entertainment', 'Dentsu']",['US'],2016-06-18,875457937.0,87.0,['en'],Released,The Secret Life of Pets,6.2,5929.0
574,0.0,"['Drama', 'Science Fiction']",334538.0,tt2625810,en,Into the Forest,7.926,"['Rhombus Media', 'Bron Studios']",['CA'],2016-06-03,9995.0,101.0,['en'],Released,Into the Forest,5.8,383.0
575,9900000.0,['Comedy'],339927.0,tt4669186,en,Kevin Hart: What Now?,6.684,"['Universal Pictures', 'HartBeat Productions']",['US'],2016-10-14,23600000.0,96.0,['en'],Released,Kevin Hart: What Now?,6.6,178.0
578,38000000.0,"['Adventure', 'Science Fiction']",299687.0,tt2304933,en,The 5th Wave,17.394000000000002,"['LStar Capital', 'Columbia Pictures', 'GK Films', 'Material Pictures']",['US'],2016-01-14,109906372.0,112.0,['en'],Released,The 5th Wave,5.9,4029.0
580,3000000.0,"['Comedy', 'Drama', 'Romance']",296360.0,tt3068194,en,Love & Friendship,7.807,"['Amazon Studios', 'Blinder Films', 'Chic Films', 'Westerly Films', 'Revolver Amsterdam']","['GB', 'US', 'IE', 'NL', 'FR']",2016-05-26,14016568.0,94.0,['en'],Released,Love & Friendship,6.2,322.0
581,10000000.0,"['Comedy', 'Drama']",303991.0,tt1172049,en,Demolition,10.145,"['Sidney Kimmel Entertainment', 'Mr. Mudd Production', 'Right of Way Films', 'Black Label Media']",['US'],2016-04-06,1978592.0,101.0,['en'],Released,Demolition,6.7,1228.0
582,80000000.0,"['Action', 'Drama', 'History', 'Thriller']",300673.0,tt2025690,en,The Finest Hours,10.649,"['Red Hawk Entertainment', 'Walt Disney Pictures', 'Whitaker Entertainment', 'Bergsten Music']",['US'],2016-01-25,52099090.0,114.0,['en'],Released,The Finest Hours,6.4,1035.0
585,10000000.0,"['Horror', 'Thriller', 'Mystery']",329440.0,tt3387542,en,The Forest,9.947,"['Lava Bear Films', 'AI-Film', 'Phantom Four']",['US'],2016-01-07,37608299.0,95.0,['en'],Released,The Forest,5.0,1095.0
